rho_lower,rho_upper,log10_tau_lower,log10_tau_upper,selected_k,depth
4.9259375,4.93828125,4.050000000000001,4.1000000000000005,1,3
4.944453125000001,4.9506250000000005,4.025,4.050000000000001,1,4
4.93828125,4.944453125000001,4.025,4.050000000000001,1,4
4.932109375,4.93828125,4.025,4.050000000000001,1,4
4.9259375,4.932109375,4.025,4.050000000000001,1,4
4.91359375,4.9259375,4.050000000000001,4.1000000000000005,1,3
4.90125,4.91359375,4.050000000000001,4.1000000000000005,1,3
4.919765625,4.9259375,4.025,4.050000000000001,1,4
4.91359375,4.919765625,4.025,4.050000000000001,1,4
4.907421875000001,4.91359375,4.025,4.050000000000001,1,4
4.90125,4.907421875000001,4.025,4.050000000000001,1,4
4.993828125,5.0,3.95,3.975,2,4
4.987656250000001,4.993828125,3.95,3.975,2,4
4.981484375000001,4.987656250000001,3.975,4.0,2,4
4.9753125,4.981484375000001,3.975,4.0,2,4
4.981484375000001,4.987656250000001,3.95,3.975,2,4
4.9753125,4.981484375000001,3.95,3.975,2,4
4.987656250000001,5.0,3.9000000000000004,3.95,2,3
4.9753125,4.987656250000001,3.9000000000000004,3.95,2,3
4.96296875,4.9753125,3.95,4.0,2,3
4.9506250000000005,4.96296875,3.95,4.0,2,3
4.96296875,4.9753125,3.9000000000000004,3.95,2,3
4.9506250000000005,4.96296875,3.9000000000000004,3.95,2,3
4.9753125,5.0,3.8000000000000007,3.9000000000000004,2,2
4.9506250000000005,4.9753125,3.8000000000000007,3.9000000000000004,2,2
4.9259375,4.9506250000000005,3.9000000000000004,4.0,2,2
4.90125,4.9259375,3.9000000000000004,4.0,2,2
4.9259375,4.9506250000000005,3.8000000000000007,3.9000000000000004,2,2
4.90125,4.9259375,3.8000000000000007,3.9000000000000004,2,2
4.9506250000000005,5.0,3.6000000000000014,3.8000000000000007,2,1
4.90125,4.9506250000000005,3.6000000000000014,3.8000000000000007,2,1
4.90125,5.0,3.200000000000001,3.6000000000000014,2,0
4.90125,5.0,2.8000000000000007,3.200000000000001,2,0
4.90125,5.0,2.4000000000000004,2.8000000000000007,2,0
4.90125,5.0,2.0,2.4000000000000004,2,0
4.90125,5.0,1.6000000000000014,2.0,2,0
4.987656250000001,5.0,1.5500000000000014,1.6000000000000014,2,3
4.9753125,4.987656250000001,1.5500000000000014,1.6000000000000014,2,3
4.987656250000001,5.0,1.5000000000000013,1.5500000000000014,2,3
4.9753125,4.987656250000001,1.5000000000000013,1.5500000000000014,2,3
4.96296875,4.9753125,1.5500000000000014,1.6000000000000014,2,3
4.9506250000000005,4.96296875,1.5500000000000014,1.6000000000000014,2,3
4.969140625,4.9753125,1.5250000000000012,1.5500000000000014,2,4
4.96296875,4.969140625,1.5250000000000012,1.5500000000000014,2,4
4.969140625,4.9753125,1.5000000000000013,1.5250000000000012,2,4
4.96296875,4.969140625,1.5000000000000013,1.5250000000000012,2,4
4.956796875,4.96296875,1.5250000000000012,1.5500000000000014,2,4
4.9506250000000005,4.956796875,1.5250000000000012,1.5500000000000014,2,4
4.993828125,5.0,1.4500000000000013,1.4750000000000014,3,4
4.987656250000001,4.993828125,1.4500000000000013,1.4750000000000014,3,4
4.981484375000001,4.987656250000001,1.4500000000000013,1.4750000000000014,3,4
4.9753125,4.981484375000001,1.4500000000000013,1.4750000000000014,3,4
4.987656250000001,5.0,1.4000000000000012,1.4500000000000013,3,3
4.9753125,4.987656250000001,1.4000000000000012,1.4500000000000013,3,3
4.969140625,4.9753125,1.4500000000000013,1.4750000000000014,3,4
4.96296875,4.969140625,1.4500000000000013,1.4750000000000014,3,4
4.956796875,4.96296875,1.4500000000000013,1.4750000000000014,3,4
4.9506250000000005,4.956796875,1.4500000000000013,1.4750000000000014,3,4
4.96296875,4.9753125,1.4000000000000012,1.4500000000000013,3,3
4.9506250000000005,4.96296875,1.4000000000000012,1.4500000000000013,3,3
4.93828125,4.9506250000000005,1.5500000000000014,1.6000000000000014,2,3
4.9259375,4.93828125,1.5500000000000014,1.6000000000000014,2,3
4.944453125000001,4.9506250000000005,1.5250000000000012,1.5500000000000014,2,4
4.93828125,4.944453125000001,1.5250000000000012,1.5500000000000014,2,4
4.932109375,4.93828125,1.5250000000000012,1.5500000000000014,2,4
4.9259375,4.932109375,1.5250000000000012,1.5500000000000014,2,4
4.91359375,4.9259375,1.5500000000000014,1.6000000000000014,2,3
4.90125,4.91359375,1.5500000000000014,1.6000000000000014,2,3
4.919765625,4.9259375,1.5250000000000012,1.5500000000000014,2,4
4.91359375,4.919765625,1.5250000000000012,1.5500000000000014,2,4
4.907421875000001,4.91359375,1.5250000000000012,1.5500000000000014,2,4
4.90125,4.907421875000001,1.5250000000000012,1.5500000000000014,2,4
4.93828125,4.944453125000001,1.4750000000000014,1.5000000000000013,3,4
4.944453125000001,4.9506250000000005,1.4500000000000013,1.4750000000000014,3,4
4.93828125,4.944453125000001,1.4500000000000013,1.4750000000000014,3,4
4.9259375,4.93828125,1.4500000000000013,1.5000000000000013,3,3
4.93828125,4.9506250000000005,1.4000000000000012,1.4500000000000013,3,3
4.9259375,4.93828125,1.4000000000000012,1.4500000000000013,3,3
4.90125,4.9259375,1.4000000000000012,1.5000000000000013,3,2
4.9506250000000005,5.0,1.200000000000001,1.4000000000000012,3,1
4.90125,4.9506250000000005,1.200000000000001,1.4000000000000012,3,1
4.90125,5.0,0.8000000000000007,1.200000000000001,3,0
4.90125,5.0,0.40000000000000036,0.8000000000000007,3,0
4.90125,5.0,0.0,0.40000000000000036,3,0
