rho_lower,rho_upper,log10_tau_lower,log10_tau_upper,selected_k,depth
3.8088281250000007,3.8150000000000004,-2.6249999999999987,-2.5999999999999988,4,4
3.7903125000000006,3.7964843750000004,-2.6499999999999986,-2.6249999999999987,5,4
3.8026562500000005,3.8150000000000004,-2.699999999999999,-2.6499999999999986,5,3
3.7903125000000006,3.8026562500000005,-2.699999999999999,-2.6499999999999986,5,3
3.7841406250000005,3.7903125000000006,-2.6499999999999986,-2.6249999999999987,5,4
3.7779687500000003,3.7841406250000005,-2.6499999999999986,-2.6249999999999987,5,4
3.7656250000000004,3.7717968750000006,-2.6249999999999987,-2.5999999999999988,5,4
3.7717968750000006,3.7779687500000003,-2.6499999999999986,-2.6249999999999987,5,4
3.7656250000000004,3.7717968750000006,-2.6499999999999986,-2.6249999999999987,5,4
3.7779687500000003,3.7903125000000006,-2.699999999999999,-2.6499999999999986,5,3
3.7656250000000004,3.7779687500000003,-2.699999999999999,-2.6499999999999986,5,3
3.7903125000000006,3.8150000000000004,-2.799999999999999,-2.699999999999999,5,2
3.7656250000000004,3.7903125000000006,-2.799999999999999,-2.699999999999999,5,2
3.7532812500000006,3.7656250000000004,-2.6499999999999986,-2.5999999999999988,5,3
3.7409375000000002,3.7532812500000006,-2.6499999999999986,-2.5999999999999988,5,3
3.7532812500000006,3.7656250000000004,-2.699999999999999,-2.6499999999999986,5,3
3.7409375000000002,3.7532812500000006,-2.699999999999999,-2.6499999999999986,5,3
3.7162500000000005,3.7409375000000002,-2.699999999999999,-2.5999999999999988,5,2
3.7409375000000002,3.7656250000000004,-2.799999999999999,-2.699999999999999,5,2
3.7162500000000005,3.7409375000000002,-2.799999999999999,-2.699999999999999,5,2
3.7162500000000005,3.8150000000000004,-3.1999999999999993,-2.799999999999999,5,0
3.7162500000000005,3.8150000000000004,-3.5999999999999996,-3.1999999999999993,5,0
3.7162500000000005,3.8150000000000004,-4.0,-3.5999999999999996,5,0
3.7162500000000005,3.8150000000000004,-4.3999999999999995,-4.0,5,0
3.7656250000000004,3.8150000000000004,-4.6,-4.3999999999999995,5,1
3.7162500000000005,3.7656250000000004,-4.6,-4.3999999999999995,5,1
3.7656250000000004,3.8150000000000004,-4.8,-4.6,5,1
3.7162500000000005,3.7656250000000004,-4.8,-4.6,5,1
3.8026562500000005,3.8150000000000004,-4.85,-4.8,5,3
3.7903125000000006,3.8026562500000005,-4.85,-4.8,5,3
3.8026562500000005,3.8150000000000004,-4.9,-4.85,5,3
3.7903125000000006,3.8026562500000005,-4.9,-4.85,5,3
3.7779687500000003,3.7903125000000006,-4.85,-4.8,5,3
3.7656250000000004,3.7779687500000003,-4.85,-4.8,5,3
3.7841406250000005,3.7903125000000006,-4.875,-4.85,5,4
3.7779687500000003,3.7841406250000005,-4.875,-4.85,5,4
3.7841406250000005,3.7903125000000006,-4.9,-4.875,5,4
3.7717968750000006,3.7779687500000003,-4.875,-4.85,5,4
3.7656250000000004,3.7717968750000006,-4.875,-4.85,5,4
3.8088281250000007,3.8150000000000004,-4.925000000000001,-4.9,5,4
3.7903125000000006,3.7964843750000004,-4.95,-4.925000000000001,6,4
3.8026562500000005,3.8150000000000004,-5.0,-4.95,6,3
3.7903125000000006,3.8026562500000005,-5.0,-4.95,6,3
3.7841406250000005,3.7903125000000006,-4.95,-4.925000000000001,6,4
3.7779687500000003,3.7841406250000005,-4.95,-4.925000000000001,6,4
3.7717968750000006,3.7779687500000003,-4.925000000000001,-4.9,6,4
3.7656250000000004,3.7717968750000006,-4.925000000000001,-4.9,6,4
3.7717968750000006,3.7779687500000003,-4.95,-4.925000000000001,6,4
3.7656250000000004,3.7717968750000006,-4.95,-4.925000000000001,6,4
3.7779687500000003,3.7903125000000006,-5.0,-4.95,6,3
3.7656250000000004,3.7779687500000003,-5.0,-4.95,6,3
3.7532812500000006,3.7656250000000004,-4.85,-4.8,5,3
3.7471093750000004,3.7532812500000006,-4.824999999999999,-4.8,5,4
3.7409375000000002,3.7471093750000004,-4.824999999999999,-4.8,5,4
3.7471093750000004,3.7532812500000006,-4.85,-4.824999999999999,5,4
3.7409375000000002,3.7471093750000004,-4.85,-4.824999999999999,5,4
3.7471093750000004,3.7532812500000006,-4.9,-4.875,6,4
3.7409375000000002,3.7471093750000004,-4.9,-4.875,6,4
3.7347656250000005,3.7409375000000002,-4.824999999999999,-4.8,5,4
3.7285937500000004,3.7347656250000005,-4.824999999999999,-4.8,5,4
3.722421875,3.7285937500000004,-4.824999999999999,-4.8,5,4
3.7285937500000004,3.7347656250000005,-4.875,-4.85,6,4
3.7347656250000005,3.7409375000000002,-4.9,-4.875,6,4
3.7285937500000004,3.7347656250000005,-4.9,-4.875,6,4
3.7162500000000005,3.7285937500000004,-4.9,-4.85,6,3
3.7409375000000002,3.7656250000000004,-5.0,-4.9,6,2
3.7162500000000005,3.7409375000000002,-5.0,-4.9,6,2
3.7656250000000004,3.8150000000000004,-5.199999999999999,-5.0,6,1
3.7162500000000005,3.7656250000000004,-5.199999999999999,-5.0,6,1
3.7162500000000005,3.8150000000000004,-5.6,-5.199999999999999,6,0
3.7162500000000005,3.8150000000000004,-6.0,-5.6,6,0
3.7162500000000005,3.8150000000000004,-6.3999999999999995,-6.0,6,0
3.7162500000000005,3.8150000000000004,-6.8,-6.3999999999999995,6,0
3.7656250000000004,3.8150000000000004,-7.0,-6.8,6,1
3.7162500000000005,3.7656250000000004,-7.0,-6.8,6,1
3.7903125000000006,3.8150000000000004,-7.1,-7.0,6,2
3.7656250000000004,3.7903125000000006,-7.1,-7.0,6,2
3.8026562500000005,3.8150000000000004,-7.1499999999999995,-7.1,6,3
3.7903125000000006,3.8026562500000005,-7.1499999999999995,-7.1,6,3
3.8088281250000007,3.8150000000000004,-7.174999999999999,-7.1499999999999995,6,4
3.8026562500000005,3.8088281250000007,-7.174999999999999,-7.1499999999999995,6,4
3.7841406250000005,3.7903125000000006,-7.125,-7.1,6,4
3.7779687500000003,3.7841406250000005,-7.125,-7.1,6,4
3.7841406250000005,3.7903125000000006,-7.1499999999999995,-7.125,6,4
3.7717968750000006,3.7779687500000003,-7.125,-7.1,6,4
3.7656250000000004,3.7717968750000006,-7.125,-7.1,6,4
3.7841406250000005,3.7903125000000006,-7.199999999999999,-7.174999999999999,7,4
3.7779687500000003,3.7841406250000005,-7.199999999999999,-7.174999999999999,7,4
3.7656250000000004,3.7717968750000006,-7.174999999999999,-7.1499999999999995,7,4
3.7717968750000006,3.7779687500000003,-7.199999999999999,-7.174999999999999,7,4
3.7656250000000004,3.7717968750000006,-7.199999999999999,-7.174999999999999,7,4
3.7532812500000006,3.7656250000000004,-7.05,-7.0,6,3
3.7409375000000002,3.7532812500000006,-7.05,-7.0,6,3
3.7532812500000006,3.7656250000000004,-7.1,-7.05,6,3
3.7471093750000004,3.7532812500000006,-7.074999999999999,-7.05,6,4
3.7409375000000002,3.7471093750000004,-7.074999999999999,-7.05,6,4
3.7471093750000004,3.7532812500000006,-7.1,-7.074999999999999,6,4
3.7285937500000004,3.7409375000000002,-7.05,-7.0,6,3
3.7162500000000005,3.7285937500000004,-7.05,-7.0,6,3
3.7347656250000005,3.7409375000000002,-7.074999999999999,-7.05,6,4
3.7285937500000004,3.7347656250000005,-7.074999999999999,-7.05,6,4
3.7471093750000004,3.7532812500000006,-7.1499999999999995,-7.125,7,4
3.7409375000000002,3.7471093750000004,-7.1499999999999995,-7.125,7,4
3.7532812500000006,3.7656250000000004,-7.199999999999999,-7.1499999999999995,7,3
3.7409375000000002,3.7532812500000006,-7.199999999999999,-7.1499999999999995,7,3
3.7285937500000004,3.7347656250000005,-7.125,-7.1,7,4
3.7347656250000005,3.7409375000000002,-7.1499999999999995,-7.125,7,4
3.7285937500000004,3.7347656250000005,-7.1499999999999995,-7.125,7,4
3.7162500000000005,3.7285937500000004,-7.1499999999999995,-7.1,7,3
3.7285937500000004,3.7409375000000002,-7.199999999999999,-7.1499999999999995,7,3
3.7162500000000005,3.7285937500000004,-7.199999999999999,-7.1499999999999995,7,3
3.8026562500000005,3.8088281250000007,-7.225,-7.199999999999999,7,4
3.8088281250000007,3.8150000000000004,-7.249999999999999,-7.225,7,4
3.8026562500000005,3.8088281250000007,-7.249999999999999,-7.225,7,4
3.7903125000000006,3.8026562500000005,-7.249999999999999,-7.199999999999999,7,3
3.8026562500000005,3.8150000000000004,-7.299999999999999,-7.249999999999999,7,3
3.7903125000000006,3.8026562500000005,-7.299999999999999,-7.249999999999999,7,3
3.7656250000000004,3.7903125000000006,-7.299999999999999,-7.199999999999999,7,2
3.7903125000000006,3.8150000000000004,-7.3999999999999995,-7.299999999999999,7,2
3.7656250000000004,3.7903125000000006,-7.3999999999999995,-7.299999999999999,7,2
3.7162500000000005,3.7656250000000004,-7.3999999999999995,-7.199999999999999,7,1
3.7656250000000004,3.8150000000000004,-7.6,-7.3999999999999995,7,1
3.7162500000000005,3.7656250000000004,-7.6,-7.3999999999999995,7,1
3.7162500000000005,3.8150000000000004,-8.0,-7.6,7,0
3.7162500000000005,3.8150000000000004,-8.4,-8.0,7,0
3.7162500000000005,3.8150000000000004,-8.8,-8.4,7,0
3.7656250000000004,3.8150000000000004,-9.0,-8.8,7,1
3.7162500000000005,3.7656250000000004,-9.0,-8.8,7,1
3.7903125000000006,3.8150000000000004,-9.1,-9.0,7,2
3.7656250000000004,3.7903125000000006,-9.1,-9.0,7,2
3.8026562500000005,3.8150000000000004,-9.149999999999999,-9.1,7,3
3.7903125000000006,3.8026562500000005,-9.149999999999999,-9.1,7,3
3.8088281250000007,3.8150000000000004,-9.174999999999999,-9.149999999999999,7,4
3.8026562500000005,3.8088281250000007,-9.174999999999999,-9.149999999999999,7,4
3.7964843750000004,3.8026562500000005,-9.174999999999999,-9.149999999999999,7,4
3.7841406250000005,3.7903125000000006,-9.125,-9.1,7,4
3.7779687500000003,3.7841406250000005,-9.125,-9.1,7,4
3.7841406250000005,3.7903125000000006,-9.149999999999999,-9.125,7,4
3.7717968750000006,3.7779687500000003,-9.125,-9.1,7,4
3.7656250000000004,3.7717968750000006,-9.125,-9.1,7,4
3.7779687500000003,3.7841406250000005,-9.2,-9.174999999999999,8,4
3.7656250000000004,3.7717968750000006,-9.174999999999999,-9.149999999999999,8,4
3.7717968750000006,3.7779687500000003,-9.2,-9.174999999999999,8,4
3.7656250000000004,3.7717968750000006,-9.2,-9.174999999999999,8,4
3.7532812500000006,3.7656250000000004,-9.05,-9.0,7,3
3.7409375000000002,3.7532812500000006,-9.05,-9.0,7,3
3.7532812500000006,3.7656250000000004,-9.1,-9.05,7,3
3.7471093750000004,3.7532812500000006,-9.075,-9.05,7,4
3.7409375000000002,3.7471093750000004,-9.075,-9.05,7,4
3.7285937500000004,3.7409375000000002,-9.05,-9.0,7,3
3.722421875,3.7285937500000004,-9.025,-9.0,7,4
3.7162500000000005,3.722421875,-9.025,-9.0,7,4
3.722421875,3.7285937500000004,-9.05,-9.025,7,4
3.7347656250000005,3.7409375000000002,-9.075,-9.05,7,4
3.7162500000000005,3.722421875,-9.1,-9.075,8,4
3.7471093750000004,3.7532812500000006,-9.149999999999999,-9.125,8,4
3.7409375000000002,3.7471093750000004,-9.149999999999999,-9.125,8,4
3.7532812500000006,3.7656250000000004,-9.2,-9.149999999999999,8,3
3.7409375000000002,3.7532812500000006,-9.2,-9.149999999999999,8,3
3.7347656250000005,3.7409375000000002,-9.125,-9.1,8,4
3.7285937500000004,3.7347656250000005,-9.125,-9.1,8,4
3.7347656250000005,3.7409375000000002,-9.149999999999999,-9.125,8,4
3.7285937500000004,3.7347656250000005,-9.149999999999999,-9.125,8,4
3.7162500000000005,3.7285937500000004,-9.149999999999999,-9.1,8,3
3.7285937500000004,3.7409375000000002,-9.2,-9.149999999999999,8,3
3.7162500000000005,3.7285937500000004,-9.2,-9.149999999999999,8,3
3.8088281250000007,3.8150000000000004,-9.25,-9.225,8,4
3.8026562500000005,3.8088281250000007,-9.25,-9.225,8,4
3.7964843750000004,3.8026562500000005,-9.225,-9.2,8,4
3.7903125000000006,3.7964843750000004,-9.225,-9.2,8,4
3.7964843750000004,3.8026562500000005,-9.25,-9.225,8,4
3.7903125000000006,3.7964843750000004,-9.25,-9.225,8,4
3.8026562500000005,3.8150000000000004,-9.299999999999999,-9.25,8,3
3.7903125000000006,3.8026562500000005,-9.299999999999999,-9.25,8,3
3.7656250000000004,3.7903125000000006,-9.299999999999999,-9.2,8,2
3.7903125000000006,3.8150000000000004,-9.399999999999999,-9.299999999999999,8,2
3.7656250000000004,3.7903125000000006,-9.399999999999999,-9.299999999999999,8,2
3.7162500000000005,3.7656250000000004,-9.399999999999999,-9.2,8,1
3.7656250000000004,3.8150000000000004,-9.6,-9.399999999999999,8,1
3.7162500000000005,3.7656250000000004,-9.6,-9.399999999999999,8,1
3.7162500000000005,3.8150000000000004,-10.0,-9.6,8,0
3.7162500000000005,3.8150000000000004,-10.4,-10.0,8,0
3.7162500000000005,3.8150000000000004,-10.8,-10.4,8,0
3.7162500000000005,3.8150000000000004,-11.2,-10.8,8,0
3.7162500000000005,3.8150000000000004,-11.6,-11.2,8,0
3.7162500000000005,3.8150000000000004,-12.0,-11.6,8,0
3.6174999999999997,3.7162500000000005,11.600000000000001,12.0,0,0
3.6174999999999997,3.7162500000000005,11.200000000000003,11.600000000000001,0,0
3.6174999999999997,3.7162500000000005,10.8,11.200000000000003,0,0
3.6174999999999997,3.7162500000000005,10.400000000000002,10.8,0,0
3.6174999999999997,3.7162500000000005,10.0,10.400000000000002,0,0
3.6174999999999997,3.7162500000000005,9.600000000000001,10.0,0,0
3.6174999999999997,3.7162500000000005,9.200000000000003,9.600000000000001,0,0
3.6174999999999997,3.7162500000000005,8.8,9.200000000000003,0,0
3.6174999999999997,3.7162500000000005,8.400000000000002,8.8,0,0
3.6174999999999997,3.7162500000000005,8.0,8.400000000000002,0,0
3.6174999999999997,3.7162500000000005,7.600000000000001,8.0,0,0
3.6174999999999997,3.7162500000000005,7.200000000000003,7.600000000000001,0,0
3.666875,3.7162500000000005,7.000000000000002,7.200000000000003,0,1
3.6174999999999997,3.666875,7.000000000000002,7.200000000000003,0,1
3.6915625000000003,3.7162500000000005,6.900000000000001,7.000000000000002,0,2
3.666875,3.6915625000000003,6.900000000000001,7.000000000000002,0,2
3.6915625000000003,3.7162500000000005,6.800000000000001,6.900000000000001,0,2
3.666875,3.6915625000000003,6.800000000000001,6.900000000000001,0,2
3.6421875,3.666875,6.900000000000001,7.000000000000002,0,2
3.6174999999999997,3.6421875,6.900000000000001,7.000000000000002,0,2
3.6421875,3.666875,6.800000000000001,6.900000000000001,0,2
3.6174999999999997,3.6421875,6.800000000000001,6.900000000000001,0,2
3.7100781250000003,3.7162500000000005,6.750000000000001,6.775,1,4
3.70390625,3.7100781250000003,6.750000000000001,6.775,1,4
3.6977343750000005,3.70390625,6.750000000000001,6.775,1,4
3.6915625000000003,3.6977343750000005,6.750000000000001,6.775,1,4
3.70390625,3.7162500000000005,6.700000000000001,6.750000000000001,1,3
3.6915625000000003,3.70390625,6.700000000000001,6.750000000000001,1,3
3.685390625,3.6915625000000003,6.750000000000001,6.775,1,4
3.6792187500000004,3.685390625,6.750000000000001,6.775,1,4
3.6730468750000003,3.6792187500000004,6.750000000000001,6.775,1,4
3.666875,3.6730468750000003,6.750000000000001,6.775,1,4
3.6792187500000004,3.6915625000000003,6.700000000000001,6.750000000000001,1,3
3.666875,3.6792187500000004,6.700000000000001,6.750000000000001,1,3
3.6915625000000003,3.7162500000000005,6.600000000000001,6.700000000000001,1,2
3.666875,3.6915625000000003,6.600000000000001,6.700000000000001,1,2
3.660703125,3.666875,6.750000000000001,6.775,1,4
3.65453125,3.660703125,6.750000000000001,6.775,1,4
3.648359375,3.65453125,6.750000000000001,6.775,1,4
3.6421875,3.648359375,6.750000000000001,6.775,1,4
3.65453125,3.666875,6.700000000000001,6.750000000000001,1,3
3.6421875,3.65453125,6.700000000000001,6.750000000000001,1,3
3.6360156249999998,3.6421875,6.750000000000001,6.775,1,4
3.62984375,3.6360156249999998,6.750000000000001,6.775,1,4
3.623671875,3.62984375,6.750000000000001,6.775,1,4
3.6174999999999997,3.623671875,6.750000000000001,6.775,1,4
3.62984375,3.6421875,6.700000000000001,6.750000000000001,1,3
3.6174999999999997,3.62984375,6.700000000000001,6.750000000000001,1,3
3.6421875,3.666875,6.600000000000001,6.700000000000001,1,2
3.6174999999999997,3.6421875,6.600000000000001,6.700000000000001,1,2
3.666875,3.7162500000000005,6.400000000000002,6.600000000000001,1,1
3.6174999999999997,3.666875,6.400000000000002,6.600000000000001,1,1
3.6174999999999997,3.7162500000000005,6.0,6.400000000000002,1,0
3.6174999999999997,3.7162500000000005,5.600000000000001,6.0,1,0
3.6174999999999997,3.7162500000000005,5.199999999999999,5.600000000000001,1,0
3.6174999999999997,3.7162500000000005,4.800000000000001,5.199999999999999,1,0
3.6174999999999997,3.7162500000000005,4.400000000000002,4.800000000000001,1,0
3.6915625000000003,3.7162500000000005,4.300000000000002,4.400000000000002,1,2
3.666875,3.6915625000000003,4.300000000000002,4.400000000000002,1,2
3.7100781250000003,3.7162500000000005,4.275000000000002,4.300000000000002,1,4
3.70390625,3.7100781250000003,4.275000000000002,4.300000000000002,1,4
3.6977343750000005,3.70390625,4.275000000000002,4.300000000000002,1,4
3.6915625000000003,3.6977343750000005,4.275000000000002,4.300000000000002,1,4
3.70390625,3.7162500000000005,4.200000000000001,4.250000000000002,2,3
3.6915625000000003,3.70390625,4.200000000000001,4.250000000000002,2,3
3.685390625,3.6915625000000003,4.275000000000002,4.300000000000002,1,4
3.6792187500000004,3.685390625,4.275000000000002,4.300000000000002,1,4
3.6730468750000003,3.6792187500000004,4.275000000000002,4.300000000000002,1,4
3.6792187500000004,3.6915625000000003,4.200000000000001,4.250000000000002,2,3
3.666875,3.6792187500000004,4.200000000000001,4.250000000000002,2,3
3.6421875,3.666875,4.300000000000002,4.400000000000002,1,2
3.6174999999999997,3.6421875,4.300000000000002,4.400000000000002,1,2
3.6421875,3.648359375,4.250000000000002,4.275000000000002,2,4
3.65453125,3.666875,4.200000000000001,4.250000000000002,2,3
3.6421875,3.65453125,4.200000000000001,4.250000000000002,2,3
3.6360156249999998,3.6421875,4.250000000000002,4.275000000000002,2,4
3.62984375,3.6360156249999998,4.250000000000002,4.275000000000002,2,4
3.623671875,3.62984375,4.250000000000002,4.275000000000002,2,4
3.6174999999999997,3.623671875,4.250000000000002,4.275000000000002,2,4
3.62984375,3.6421875,4.200000000000001,4.250000000000002,2,3
3.6174999999999997,3.62984375,4.200000000000001,4.250000000000002,2,3
3.666875,3.7162500000000005,4.0,4.200000000000001,2,1
3.6174999999999997,3.666875,4.0,4.200000000000001,2,1
3.6174999999999997,3.7162500000000005,3.6000000000000014,4.0,2,0
3.6174999999999997,3.7162500000000005,3.200000000000001,3.6000000000000014,2,0
3.6174999999999997,3.7162500000000005,2.8000000000000007,3.200000000000001,2,0
3.6174999999999997,3.7162500000000005,2.4000000000000004,2.8000000000000007,2,0
3.666875,3.7162500000000005,2.2,2.4000000000000004,2,1
3.6174999999999997,3.666875,2.2,2.4000000000000004,2,1
3.6915625000000003,3.7162500000000005,2.1,2.2,2,2
3.666875,3.6915625000000003,2.1,2.2,2,2
3.70390625,3.7162500000000005,2.05,2.1,2,3
3.6915625000000003,3.70390625,2.05,2.1,2,3
3.7100781250000003,3.7162500000000005,2.025,2.05,2,4
3.70390625,3.7100781250000003,2.025,2.05,2,4
3.6977343750000005,3.70390625,2.025,2.05,2,4
3.6915625000000003,3.6977343750000005,2.025,2.05,2,4
3.6792187500000004,3.6915625000000003,2.05,2.1,2,3
3.666875,3.6792187500000004,2.05,2.1,2,3
3.685390625,3.6915625000000003,2.025,2.05,2,4
3.6792187500000004,3.685390625,2.025,2.05,2,4
3.6730468750000003,3.6792187500000004,2.025,2.05,2,4
3.6421875,3.666875,2.1,2.2,2,2
3.6174999999999997,3.6421875,2.1,2.2,2,2
3.65453125,3.666875,2.05,2.1,2,3
3.6421875,3.65453125,2.05,2.1,2,3
3.65453125,3.660703125,2.0,2.025,3,4
3.648359375,3.65453125,2.0,2.025,3,4
3.6421875,3.648359375,2.0,2.025,3,4
3.62984375,3.6421875,2.05,2.1,2,3
3.623671875,3.62984375,2.075,2.1,2,4
3.6174999999999997,3.623671875,2.075,2.1,2,4
3.623671875,3.62984375,2.05,2.075,2,4
3.6360156249999998,3.6421875,2.0,2.025,3,4
3.62984375,3.6360156249999998,2.0,2.025,3,4
3.623671875,3.62984375,2.0,2.025,3,4
3.6174999999999997,3.623671875,2.0,2.025,3,4
3.70390625,3.7100781250000003,1.975,2.0,3,4
3.7100781250000003,3.7162500000000005,1.9500000000000002,1.975,3,4
3.70390625,3.7100781250000003,1.9500000000000002,1.975,3,4
3.6915625000000003,3.70390625,1.9500000000000002,2.0,3,3
3.70390625,3.7162500000000005,1.9000000000000004,1.9500000000000002,3,3
3.6915625000000003,3.70390625,1.9000000000000004,1.9500000000000002,3,3
3.666875,3.6915625000000003,1.9000000000000004,2.0,3,2
3.6915625000000003,3.7162500000000005,1.8000000000000007,1.9000000000000004,3,2
3.666875,3.6915625000000003,1.8000000000000007,1.9000000000000004,3,2
3.6174999999999997,3.666875,1.8000000000000007,2.0,3,1
3.666875,3.7162500000000005,1.6000000000000014,1.8000000000000007,3,1
3.6174999999999997,3.666875,1.6000000000000014,1.8000000000000007,3,1
3.6174999999999997,3.7162500000000005,1.200000000000001,1.6000000000000014,3,0
3.6174999999999997,3.7162500000000005,0.8000000000000007,1.200000000000001,3,0
3.6174999999999997,3.7162500000000005,0.40000000000000036,0.8000000000000007,3,0
3.6174999999999997,3.7162500000000005,0.0,0.40000000000000036,3,0
3.666875,3.7162500000000005,-0.1999999999999993,0.0,3,1
3.6421875,3.666875,-0.09999999999999964,0.0,3,2
3.6174999999999997,3.6421875,-0.09999999999999964,0.0,3,2
3.6421875,3.666875,-0.1999999999999993,-0.09999999999999964,3,2
3.62984375,3.6421875,-0.14999999999999947,-0.09999999999999964,3,3
3.6174999999999997,3.62984375,-0.14999999999999947,-0.09999999999999964,3,3
3.62984375,3.6421875,-0.1999999999999993,-0.14999999999999947,3,3
3.623671875,3.62984375,-0.17499999999999938,-0.14999999999999947,3,4
3.6174999999999997,3.623671875,-0.17499999999999938,-0.14999999999999947,3,4
3.623671875,3.62984375,-0.1999999999999993,-0.17499999999999938,3,4
3.70390625,3.7162500000000005,-0.2499999999999991,-0.1999999999999993,3,3
3.6977343750000005,3.70390625,-0.2249999999999992,-0.1999999999999993,3,4
3.6915625000000003,3.6977343750000005,-0.2249999999999992,-0.1999999999999993,3,4
3.6977343750000005,3.70390625,-0.2499999999999991,-0.2249999999999992,3,4
3.6915625000000003,3.6977343750000005,-0.2499999999999991,-0.2249999999999992,3,4
3.7100781250000003,3.7162500000000005,-0.29999999999999893,-0.274999999999999,4,4
3.70390625,3.7100781250000003,-0.29999999999999893,-0.274999999999999,4,4
3.6977343750000005,3.70390625,-0.29999999999999893,-0.274999999999999,4,4
3.6915625000000003,3.6977343750000005,-0.29999999999999893,-0.274999999999999,4,4
3.685390625,3.6915625000000003,-0.2249999999999992,-0.1999999999999993,3,4
3.6792187500000004,3.685390625,-0.2249999999999992,-0.1999999999999993,3,4
3.6730468750000003,3.6792187500000004,-0.2249999999999992,-0.1999999999999993,3,4
3.666875,3.6730468750000003,-0.2249999999999992,-0.1999999999999993,3,4
3.685390625,3.6915625000000003,-0.29999999999999893,-0.274999999999999,4,4
3.6792187500000004,3.685390625,-0.29999999999999893,-0.274999999999999,4,4
3.666875,3.6792187500000004,-0.29999999999999893,-0.2499999999999991,4,3
3.6915625000000003,3.7162500000000005,-0.3999999999999986,-0.29999999999999893,4,2
3.666875,3.6915625000000003,-0.3999999999999986,-0.29999999999999893,4,2
3.660703125,3.666875,-0.2249999999999992,-0.1999999999999993,3,4
3.65453125,3.660703125,-0.2249999999999992,-0.1999999999999993,3,4
3.65453125,3.666875,-0.29999999999999893,-0.2499999999999991,4,3
3.6421875,3.65453125,-0.29999999999999893,-0.2499999999999991,4,3
3.6360156249999998,3.6421875,-0.2499999999999991,-0.2249999999999992,4,4
3.62984375,3.6360156249999998,-0.2499999999999991,-0.2249999999999992,4,4
3.623671875,3.62984375,-0.2499999999999991,-0.2249999999999992,4,4
3.6174999999999997,3.623671875,-0.2499999999999991,-0.2249999999999992,4,4
3.62984375,3.6421875,-0.29999999999999893,-0.2499999999999991,4,3
3.6174999999999997,3.62984375,-0.29999999999999893,-0.2499999999999991,4,3
3.6421875,3.666875,-0.3999999999999986,-0.29999999999999893,4,2
3.6174999999999997,3.6421875,-0.3999999999999986,-0.29999999999999893,4,2
3.6174999999999997,3.7162500000000005,-0.7999999999999989,-0.3999999999999986,4,0
3.6174999999999997,3.7162500000000005,-1.1999999999999993,-0.7999999999999989,4,0
3.6174999999999997,3.7162500000000005,-1.5999999999999996,-1.1999999999999993,4,0
3.6174999999999997,3.7162500000000005,-2.0,-1.5999999999999996,4,0
3.666875,3.7162500000000005,-2.1999999999999993,-2.0,4,1
3.6174999999999997,3.666875,-2.1999999999999993,-2.0,4,1
3.666875,3.7162500000000005,-2.3999999999999986,-2.1999999999999993,4,1
3.6174999999999997,3.666875,-2.3999999999999986,-2.1999999999999993,4,1
3.6915625000000003,3.7162500000000005,-2.4999999999999987,-2.3999999999999986,4,2
3.6792187500000004,3.6915625000000003,-2.4499999999999984,-2.3999999999999986,4,3
3.666875,3.6792187500000004,-2.4499999999999984,-2.3999999999999986,4,3
3.6792187500000004,3.6915625000000003,-2.4999999999999987,-2.4499999999999984,4,3
3.6730468750000003,3.6792187500000004,-2.4749999999999988,-2.4499999999999984,4,4
3.666875,3.6730468750000003,-2.4749999999999988,-2.4499999999999984,4,4
3.6730468750000003,3.6792187500000004,-2.4999999999999987,-2.4749999999999988,4,4
3.7100781250000003,3.7162500000000005,-2.5249999999999986,-2.4999999999999987,4,4
3.70390625,3.7100781250000003,-2.5249999999999986,-2.4999999999999987,4,4
3.6977343750000005,3.70390625,-2.5249999999999986,-2.4999999999999987,4,4
3.7100781250000003,3.7162500000000005,-2.574999999999999,-2.549999999999999,5,4
3.70390625,3.7100781250000003,-2.574999999999999,-2.549999999999999,5,4
3.7100781250000003,3.7162500000000005,-2.5999999999999988,-2.574999999999999,5,4
3.70390625,3.7100781250000003,-2.5999999999999988,-2.574999999999999,5,4
3.6915625000000003,3.70390625,-2.5999999999999988,-2.549999999999999,5,3
3.6792187500000004,3.685390625,-2.549999999999999,-2.5249999999999986,5,4
3.6730468750000003,3.6792187500000004,-2.549999999999999,-2.5249999999999986,5,4
3.666875,3.6730468750000003,-2.549999999999999,-2.5249999999999986,5,4
3.6792187500000004,3.6915625000000003,-2.5999999999999988,-2.549999999999999,5,3
3.666875,3.6792187500000004,-2.5999999999999988,-2.549999999999999,5,3
3.65453125,3.666875,-2.4499999999999984,-2.3999999999999986,4,3
3.6421875,3.65453125,-2.4499999999999984,-2.3999999999999986,4,3
3.660703125,3.666875,-2.4749999999999988,-2.4499999999999984,4,4
3.65453125,3.660703125,-2.4749999999999988,-2.4499999999999984,4,4
3.648359375,3.65453125,-2.4749999999999988,-2.4499999999999984,4,4
3.62984375,3.6421875,-2.4499999999999984,-2.3999999999999986,4,3
3.623671875,3.62984375,-2.4249999999999985,-2.3999999999999986,4,4
3.6174999999999997,3.623671875,-2.4249999999999985,-2.3999999999999986,4,4
3.623671875,3.62984375,-2.4499999999999984,-2.4249999999999985,4,4
3.6174999999999997,3.623671875,-2.4499999999999984,-2.4249999999999985,4,4
3.62984375,3.6360156249999998,-2.4999999999999987,-2.4749999999999988,5,4
