rho,tau,selected_k,is_upper_half
2.1500000000000004,1.0,5,True
2.1500000000000004,1.4125375446227555,5,True
2.1500000000000004,1.9952623149688746,5,True
2.1500000000000004,2.8183829312644493,5,True
2.1500000000000004,3.981071705534969,5,True
2.1500000000000004,5.62341325190349,5,True
2.1500000000000004,7.943282347242821,5,True
2.1500000000000004,11.220184543019606,4,False
2.1500000000000004,15.848931924611108,4,False
2.1500000000000004,22.38721138568338,4,False
2.1500000000000004,31.622776601683793,4,False
2.1500000000000004,44.668359215096345,4,False
2.1500000000000004,63.09573444801917,4,False
2.1500000000000004,89.1250938133744,4,False
2.1500000000000004,125.89254117941661,4,False
2.1500000000000004,177.82794100389228,4,False
2.1500000000000004,251.18864315095718,4,False
2.1500000000000004,354.8133892335746,4,False
2.1500000000000004,501.18723362727144,4,False
2.1500000000000004,707.9457843841374,3,False
2.1500000000000004,1000.0,3,False
2.1500000000000004,1412.5375446227497,3,False
2.1500000000000004,1995.2623149688748,3,False
2.1500000000000004,2818.3829312644493,3,False
2.1500000000000004,3981.071705534969,3,False
2.1500000000000004,5623.413251903491,3,False
2.1500000000000004,7943.282347242789,3,False
2.1500000000000004,11220.184543019652,3,False
2.1500000000000004,15848.931924611108,3,False
2.1500000000000004,22387.211385683288,3,False
2.1500000000000004,31622.776601683792,3,False
2.1500000000000004,44668.35921509616,2,False
2.1500000000000004,63095.73444801943,2,False
2.1500000000000004,89125.0938133744,2,False
2.1500000000000004,125892.5411794161,2,False
2.1500000000000004,177827.94100389228,2,False
2.1500000000000004,251188.64315095718,2,False
2.1500000000000004,354813.389233576,2,False
2.1500000000000004,501187.2336272715,2,False
2.1500000000000004,707945.7843841345,2,False
2.1500000000000004,1000000.0,2,False
2.1500000000000004,1412537.5446227496,2,False
2.1500000000000004,1995262.3149688828,2,False
2.1500000000000004,2818382.9312644494,1,False
2.1500000000000004,3981071.705534953,1,False
2.1500000000000004,5623413.251903491,1,False
2.1500000000000004,7943282.347242789,1,False
2.1500000000000004,11220184.543019652,1,False
2.1500000000000004,15848931.924611108,1,False
2.1500000000000004,22387211.385683287,1,False
2.1500000000000004,31622776.60168379,1,False
2.1500000000000004,44668359.21509617,1,False
2.1500000000000004,63095734.44801943,1,False
2.1500000000000004,89125093.8133744,1,False
2.1500000000000004,125892541.1794161,1,False
2.1500000000000004,177827941.00389227,1,False
2.1500000000000004,251188643.1509572,0,False
2.1500000000000004,354813389.23357606,0,False
2.1500000000000004,501187233.6272715,0,False
2.1500000000000004,707945784.3841344,0,False
2.1500000000000004,1000000000.0,0,False
2.1500000000000004,1412537544.6227496,0,False
2.1500000000000004,1995262314.9688828,0,False
2.1500000000000004,2818382931.264449,0,False
2.1500000000000004,3981071705.534953,0,False
2.1500000000000004,5623413251.903491,0,False
2.1500000000000004,7943282347.242789,0,False
2.1500000000000004,11220184543.019653,0,False
2.1500000000000004,15848931924.611109,0,False
2.1500000000000004,22387211385.683285,0,False
2.1500000000000004,31622776601.683792,0,False
2.1500000000000004,44668359215.09617,0,False
2.1500000000000004,63095734448.019424,0,False
2.1500000000000004,89125093813.3744,0,False
2.1500000000000004,125892541179.4161,0,False
2.1500000000000004,177827941003.89227,0,False
2.1500000000000004,251188643150.95718,0,False
2.1500000000000004,354813389233.57605,0,False
2.1500000000000004,501187233627.2715,0,False
2.1500000000000004,707945784384.1344,0,False
2.1500000000000004,1000000000000.0,0,False
2.2,1e-12,8,True
2.2,1.4125375446227555e-12,8,True
2.2,1.9952623149688827e-12,8,True
2.2,2.8183829312644492e-12,8,True
2.2,3.9810717055349695e-12,8,True
2.2,5.6234132519034904e-12,8,True
2.2,7.943282347242821e-12,8,True
2.2,1.1220184543019653e-11,8,True
2.2,1.5848931924611107e-11,8,True
2.2,2.2387211385683377e-11,8,True
2.2,3.1622776601683794e-11,8,True
2.2,4.4668359215096346e-11,8,True
2.2,6.309573444801942e-11,8,True
2.2,8.912509381337441e-11,8,True
2.2,1.2589254117941662e-10,8,True
2.2,1.778279410038923e-10,8,True
2.2,2.511886431509582e-10,8,True
2.2,3.5481338923357605e-10,8,True
2.2,5.011872336272714e-10,8,True
2.2,7.079457843841373e-10,8,True
2.2,1e-09,8,True
2.2,1.4125375446227555e-09,8,True
2.2,1.9952623149688828e-09,8,True
2.2,2.8183829312644493e-09,8,True
2.2,3.981071705534969e-09,8,True
2.2,5.623413251903491e-09,8,True
2.2,7.943282347242822e-09,8,True
2.2,1.122018454301963e-08,8,True
2.2,1.584893192461114e-08,8,True
2.2,2.2387211385683378e-08,8,True
2.2,3.162277660168379e-08,8,True
2.2,4.4668359215096253e-08,8,True
2.2,6.30957344480193e-08,8,True
2.2,8.912509381337459e-08,8,True
2.2,1.2589254117941662e-07,8,True
2.2,1.7782794100389227e-07,8,True
2.2,2.511886431509577e-07,8,True
2.2,3.548133892335753e-07,8,True
2.2,5.011872336272725e-07,8,True
2.2,7.079457843841374e-07,8,True
2.2,1e-06,8,True
2.2,1.4125375446227524e-06,8,True
2.2,1.9952623149688787e-06,8,True
2.2,2.818382931264455e-06,8,True
2.2,3.981071705534969e-06,8,True
2.2,5.623413251903491e-06,8,True
2.2,7.943282347242805e-06,8,True
2.2,1.122018454301963e-05,8,True
2.2,1.5848931924611107e-05,8,True
2.2,2.238721138568338e-05,8,True
2.2,3.1622776601683795e-05,8,True
2.2,4.466835921509625e-05,8,True
2.2,6.309573444801929e-05,7,True
2.2,8.912509381337441e-05,7,True
2.2,0.0001258925411794166,7,True
2.2,0.00017782794100389227,7,True
2.2,0.0002511886431509582,7,True
2.2,0.00035481338923357456,7,True
2.2,0.0005011872336272714,7,True
2.2,0.0007079457843841374,7,True
2.2,0.001,7,True
2.2,0.0014125375446227555,7,True
2.2,0.0019952623149688746,6,True
2.2,0.002818382931264449,6,True
2.2,0.003981071705534969,6,True
2.2,0.005623413251903491,6,True
2.2,0.00794328234724282,6,True
2.2,0.011220184543019606,6,True
2.2,0.01584893192461111,6,True
2.2,0.022387211385683378,6,True
2.2,0.03162277660168379,6,True
2.2,0.04466835921509635,6,True
2.2,0.06309573444801916,6,True
2.2,0.08912509381337441,6,True
2.2,0.12589254117941662,5,True
2.2,0.1778279410038923,5,True
2.2,0.25118864315095824,5,True
2.2,0.3548133892335746,5,True
2.2,0.5011872336272715,5,True
2.2,0.7079457843841374,5,True
2.2,1.0,5,True
2.2,1.4125375446227555,5,True
2.2,1.9952623149688746,5,True
2.2,2.8183829312644493,5,True
2.2,3.981071705534969,5,True
2.2,5.62341325190349,5,True
2.2,7.943282347242821,4,False
2.2,11.220184543019606,4,False
2.2,15.848931924611108,4,False
2.2,22.38721138568338,4,False
2.2,31.622776601683793,4,False
2.2,44.668359215096345,4,False
2.2,63.09573444801917,4,False
2.2,89.1250938133744,4,False
2.2,125.89254117941661,4,False
2.2,177.82794100389228,4,False
2.2,251.18864315095718,4,False
2.2,354.8133892335746,4,False
2.2,501.18723362727144,3,False
2.2,707.9457843841374,3,False
2.2,1000.0,3,False
2.2,1412.5375446227497,3,False
2.2,1995.2623149688748,3,False
2.2,2818.3829312644493,3,False
2.2,3981.071705534969,3,False
2.2,5623.413251903491,3,False
2.2,7943.282347242789,3,False
2.2,11220.184543019652,3,False
2.2,15848.931924611108,3,False
2.2,22387.211385683288,3,False
2.2,31622.776601683792,3,False
2.2,44668.35921509616,2,False
2.2,63095.73444801943,2,False
2.2,89125.0938133744,2,False
2.2,125892.5411794161,2,False
2.2,177827.94100389228,2,False
2.2,251188.64315095718,2,False
2.2,354813.389233576,2,False
2.2,501187.2336272715,2,False
2.2,707945.7843841345,2,False
2.2,1000000.0,2,False
2.2,1412537.5446227496,2,False
2.2,1995262.3149688828,2,False
2.2,2818382.9312644494,1,False
2.2,3981071.705534953,1,False
2.2,5623413.251903491,1,False
2.2,7943282.347242789,1,False
2.2,11220184.543019652,1,False
2.2,15848931.924611108,1,False
2.2,22387211.385683287,1,False
2.2,31622776.60168379,1,False
2.2,44668359.21509617,1,False
2.2,63095734.44801943,1,False
2.2,89125093.8133744,1,False
2.2,125892541.1794161,1,False
2.2,177827941.00389227,1,False
2.2,251188643.1509572,0,False
2.2,354813389.23357606,0,False
2.2,501187233.6272715,0,False
2.2,707945784.3841344,0,False
2.2,1000000000.0,0,False
2.2,1412537544.6227496,0,False
2.2,1995262314.9688828,0,False
2.2,2818382931.264449,0,False
2.2,3981071705.534953,0,False
2.2,5623413251.903491,0,False
2.2,7943282347.242789,0,False
2.2,11220184543.019653,0,False
2.2,15848931924.611109,0,False
2.2,22387211385.683285,0,False
2.2,31622776601.683792,0,False
2.2,44668359215.09617,0,False
2.2,63095734448.019424,0,False
2.2,89125093813.3744,0,False
2.2,125892541179.4161,0,False
2.2,177827941003.89227,0,False
2.2,251188643150.95718,0,False
2.2,354813389233.57605,0,False
2.2,501187233627.2715,0,False
2.2,707945784384.1344,0,False
2.2,1000000000000.0,0,False
2.25,1e-12,8,True
2.25,1.4125375446227555e-12,8,True
2.25,1.9952623149688827e-12,8,True
2.25,2.8183829312644492e-12,8,True
2.25,3.9810717055349695e-12,8,True
2.25,5.6234132519034904e-12,8,True
2.25,7.943282347242821e-12,8,True
2.25,1.1220184543019653e-11,8,True
2.25,1.5848931924611107e-11,8,True
2.25,2.2387211385683377e-11,8,True
2.25,3.1622776601683794e-11,8,True
2.25,4.4668359215096346e-11,8,True
2.25,6.309573444801942e-11,8,True
2.25,8.912509381337441e-11,8,True
2.25,1.2589254117941662e-10,8,True
2.25,1.778279410038923e-10,8,True
2.25,2.511886431509582e-10,8,True
2.25,3.5481338923357605e-10,8,True
2.25,5.011872336272714e-10,8,True
2.25,7.079457843841373e-10,8,True
2.25,1e-09,8,True
2.25,1.4125375446227555e-09,8,True
2.25,1.9952623149688828e-09,8,True
2.25,2.8183829312644493e-09,8,True
2.25,3.981071705534969e-09,8,True
2.25,5.623413251903491e-09,8,True
2.25,7.943282347242822e-09,8,True
2.25,1.122018454301963e-08,8,True
2.25,1.584893192461114e-08,8,True
2.25,2.2387211385683378e-08,8,True
2.25,3.162277660168379e-08,8,True
2.25,4.4668359215096253e-08,8,True
2.25,6.30957344480193e-08,8,True
2.25,8.912509381337459e-08,8,True
2.25,1.2589254117941662e-07,8,True
2.25,1.7782794100389227e-07,8,True
2.25,2.511886431509577e-07,8,True
2.25,3.548133892335753e-07,8,True
2.25,5.011872336272725e-07,8,True
2.25,7.079457843841374e-07,8,True
2.25,1e-06,8,True
2.25,1.4125375446227524e-06,8,True
2.25,1.9952623149688787e-06,8,True
2.25,2.818382931264455e-06,8,True
2.25,3.981071705534969e-06,8,True
2.25,5.623413251903491e-06,8,True
2.25,7.943282347242805e-06,8,True
2.25,1.122018454301963e-05,8,True
2.25,1.5848931924611107e-05,8,True
2.25,2.238721138568338e-05,8,True
2.25,3.1622776601683795e-05,8,True
2.25,4.466835921509625e-05,7,True
2.25,6.309573444801929e-05,7,True
2.25,8.912509381337441e-05,7,True
2.25,0.0001258925411794166,7,True
2.25,0.00017782794100389227,7,True
2.25,0.0002511886431509582,7,True
2.25,0.00035481338923357456,7,True
2.25,0.0005011872336272714,7,True
2.25,0.0007079457843841374,7,True
2.25,0.001,7,True
2.25,0.0014125375446227555,6,True
2.25,0.0019952623149688746,6,True
2.25,0.002818382931264449,6,True
2.25,0.003981071705534969,6,True
2.25,0.005623413251903491,6,True
2.25,0.00794328234724282,6,True
2.25,0.011220184543019606,6,True
2.25,0.01584893192461111,6,True
2.25,0.022387211385683378,6,True
2.25,0.03162277660168379,6,True
2.25,0.04466835921509635,6,True
2.25,0.06309573444801916,6,True
2.25,0.08912509381337441,5,True
2.25,0.12589254117941662,5,True
2.25,0.1778279410038923,5,True
2.25,0.25118864315095824,5,True
2.25,0.3548133892335746,5,True
2.25,0.5011872336272715,5,True
2.25,0.7079457843841374,5,True
2.25,1.0,5,True
2.25,1.4125375446227555,5,True
2.25,1.9952623149688746,5,True
2.25,2.8183829312644493,5,True
2.25,3.981071705534969,5,True
2.25,5.62341325190349,4,False
2.25,7.943282347242821,4,False
2.25,11.220184543019606,4,False
2.25,15.848931924611108,4,False
2.25,22.38721138568338,4,False
2.25,31.622776601683793,4,False
2.25,44.668359215096345,4,False
2.25,63.09573444801917,4,False
2.25,89.1250938133744,4,False
2.25,125.89254117941661,4,False
2.25,177.82794100389228,4,False
2.25,251.18864315095718,4,False
2.25,354.8133892335746,4,False
2.25,501.18723362727144,3,False
2.25,707.9457843841374,3,False
2.25,1000.0,3,False
2.25,1412.5375446227497,3,False
2.25,1995.2623149688748,3,False
2.25,2818.3829312644493,3,False
2.25,3981.071705534969,3,False
2.25,5623.413251903491,3,False
2.25,7943.282347242789,3,False
2.25,11220.184543019652,3,False
2.25,15848.931924611108,3,False
2.25,22387.211385683288,3,False
2.25,31622.776601683792,2,False
2.25,44668.35921509616,2,False
2.25,63095.73444801943,2,False
2.25,89125.0938133744,2,False
2.25,125892.5411794161,2,False
2.25,177827.94100389228,2,False
2.25,251188.64315095718,2,False
2.25,354813.389233576,2,False
2.25,501187.2336272715,2,False
2.25,707945.7843841345,2,False
2.25,1000000.0,2,False
2.25,1412537.5446227496,2,False
2.25,1995262.3149688828,1,False
2.25,2818382.9312644494,1,False
2.25,3981071.705534953,1,False
2.25,5623413.251903491,1,False
2.25,7943282.347242789,1,False
2.25,11220184.543019652,1,False
2.25,15848931.924611108,1,False
2.25,22387211.385683287,1,False
2.25,31622776.60168379,1,False
2.25,44668359.21509617,1,False
2.25,63095734.44801943,1,False
2.25,89125093.8133744,1,False
2.25,125892541.1794161,1,False
2.25,177827941.00389227,1,False
2.25,251188643.1509572,0,False
2.25,354813389.23357606,0,False
2.25,501187233.6272715,0,False
2.25,707945784.3841344,0,False
2.25,1000000000.0,0,False
2.25,1412537544.6227496,0,False
2.25,1995262314.9688828,0,False
2.25,2818382931.264449,0,False
2.25,3981071705.534953,0,False
2.25,5623413251.903491,0,False
2.25,7943282347.242789,0,False
2.25,11220184543.019653,0,False
2.25,15848931924.611109,0,False
2.25,22387211385.683285,0,False
2.25,31622776601.683792,0,False
2.25,44668359215.09617,0,False
2.25,63095734448.019424,0,False
2.25,89125093813.3744,0,False
2.25,125892541179.4161,0,False
2.25,177827941003.89227,0,False
2.25,251188643150.95718,0,False
2.25,354813389233.57605,0,False
2.25,501187233627.2715,0,False
2.25,707945784384.1344,0,False
2.25,1000000000000.0,0,False
2.3,1e-12,8,True
2.3,1.4125375446227555e-12,8,True
2.3,1.9952623149688827e-12,8,True
2.3,2.8183829312644492e-12,8,True
2.3,3.9810717055349695e-12,8,True
2.3,5.6234132519034904e-12,8,True
2.3,7.943282347242821e-12,8,True
2.3,1.1220184543019653e-11,8,True
2.3,1.5848931924611107e-11,8,True
2.3,2.2387211385683377e-11,8,True
2.3,3.1622776601683794e-11,8,True
2.3,4.4668359215096346e-11,8,True
2.3,6.309573444801942e-11,8,True
2.3,8.912509381337441e-11,8,True
2.3,1.2589254117941662e-10,8,True
2.3,1.778279410038923e-10,8,True
2.3,2.511886431509582e-10,8,True
2.3,3.5481338923357605e-10,8,True
2.3,5.011872336272714e-10,8,True
2.3,7.079457843841373e-10,8,True
2.3,1e-09,8,True
2.3,1.4125375446227555e-09,8,True
2.3,1.9952623149688828e-09,8,True
2.3,2.8183829312644493e-09,8,True
2.3,3.981071705534969e-09,8,True
2.3,5.623413251903491e-09,8,True
2.3,7.943282347242822e-09,8,True
2.3,1.122018454301963e-08,8,True
2.3,1.584893192461114e-08,8,True
2.3,2.2387211385683378e-08,8,True
2.3,3.162277660168379e-08,8,True
2.3,4.4668359215096253e-08,8,True
2.3,6.30957344480193e-08,8,True
2.3,8.912509381337459e-08,8,True
2.3,1.2589254117941662e-07,8,True
2.3,1.7782794100389227e-07,8,True
2.3,2.511886431509577e-07,8,True
2.3,3.548133892335753e-07,8,True
2.3,5.011872336272725e-07,8,True
2.3,7.079457843841374e-07,8,True
2.3,1e-06,8,True
2.3,1.4125375446227524e-06,8,True
2.3,1.9952623149688787e-06,8,True
2.3,2.818382931264455e-06,8,True
2.3,3.981071705534969e-06,8,True
2.3,5.623413251903491e-06,8,True
2.3,7.943282347242805e-06,8,True
2.3,1.122018454301963e-05,8,True
2.3,1.5848931924611107e-05,8,True
2.3,2.238721138568338e-05,8,True
2.3,3.1622776601683795e-05,7,True
2.3,4.466835921509625e-05,7,True
2.3,6.309573444801929e-05,7,True
2.3,8.912509381337441e-05,7,True
2.3,0.0001258925411794166,7,True
2.3,0.00017782794100389227,7,True
2.3,0.0002511886431509582,7,True
2.3,0.00035481338923357456,7,True
2.3,0.0005011872336272714,7,True
2.3,0.0007079457843841374,7,True
2.3,0.001,6,True
2.3,0.0014125375446227555,6,True
2.3,0.0019952623149688746,6,True
2.3,0.002818382931264449,6,True
2.3,0.003981071705534969,6,True
2.3,0.005623413251903491,6,True
2.3,0.00794328234724282,6,True
2.3,0.011220184543019606,6,True
2.3,0.01584893192461111,6,True
2.3,0.022387211385683378,6,True
2.3,0.03162277660168379,6,True
2.3,0.04466835921509635,6,True
2.3,0.06309573444801916,5,True
2.3,0.08912509381337441,5,True
2.3,0.12589254117941662,5,True
2.3,0.1778279410038923,5,True
2.3,0.25118864315095824,5,True
2.3,0.3548133892335746,5,True
2.3,0.5011872336272715,5,True
2.3,0.7079457843841374,5,True
2.3,1.0,5,True
2.3,1.4125375446227555,5,True
2.3,1.9952623149688746,5,True
2.3,2.8183829312644493,5,True
2.3,3.981071705534969,5,True
2.3,5.62341325190349,4,False
2.3,7.943282347242821,4,False
2.3,11.220184543019606,4,False
2.3,15.848931924611108,4,False
2.3,22.38721138568338,4,False
2.3,31.622776601683793,4,False
2.3,44.668359215096345,4,False
2.3,63.09573444801917,4,False
2.3,89.1250938133744,4,False
2.3,125.89254117941661,4,False
2.3,177.82794100389228,4,False
2.3,251.18864315095718,4,False
2.3,354.8133892335746,4,False
2.3,501.18723362727144,3,False
2.3,707.9457843841374,3,False
2.3,1000.0,3,False
2.3,1412.5375446227497,3,False
2.3,1995.2623149688748,3,False
2.3,2818.3829312644493,3,False
2.3,3981.071705534969,3,False
2.3,5623.413251903491,3,False
2.3,7943.282347242789,3,False
2.3,11220.184543019652,3,False
2.3,15848.931924611108,3,False
2.3,22387.211385683288,3,False
2.3,31622.776601683792,2,False
2.3,44668.35921509616,2,False
2.3,63095.73444801943,2,False
2.3,89125.0938133744,2,False
2.3,125892.5411794161,2,False
2.3,177827.94100389228,2,False
2.3,251188.64315095718,2,False
2.3,354813.389233576,2,False
2.3,501187.2336272715,2,False
2.3,707945.7843841345,2,False
2.3,1000000.0,2,False
2.3,1412537.5446227496,2,False
2.3,1995262.3149688828,1,False
2.3,2818382.9312644494,1,False
2.3,3981071.705534953,1,False
2.3,5623413.251903491,1,False
2.3,7943282.347242789,1,False
2.3,11220184.543019652,1,False
2.3,15848931.924611108,1,False
2.3,22387211.385683287,1,False
2.3,31622776.60168379,1,False
2.3,44668359.21509617,1,False
2.3,63095734.44801943,1,False
2.3,89125093.8133744,1,False
2.3,125892541.1794161,1,False
2.3,177827941.00389227,1,False
2.3,251188643.1509572,0,False
2.3,354813389.23357606,0,False
2.3,501187233.6272715,0,False
2.3,707945784.3841344,0,False
2.3,1000000000.0,0,False
2.3,1412537544.6227496,0,False
2.3,1995262314.9688828,0,False
2.3,2818382931.264449,0,False
2.3,3981071705.534953,0,False
2.3,5623413251.903491,0,False
2.3,7943282347.242789,0,False
2.3,11220184543.019653,0,False
2.3,15848931924.611109,0,False
2.3,22387211385.683285,0,False
2.3,31622776601.683792,0,False
2.3,44668359215.09617,0,False
2.3,63095734448.019424,0,False
2.3,89125093813.3744,0,False
2.3,125892541179.4161,0,False
2.3,177827941003.89227,0,False
2.3,251188643150.95718,0,False
2.3,354813389233.57605,0,False
2.3,501187233627.2715,0,False
2.3,707945784384.1344,0,False
2.3,1000000000000.0,0,False
2.35,1e-12,8,True
2.35,1.4125375446227555e-12,8,True
2.35,1.9952623149688827e-12,8,True
2.35,2.8183829312644492e-12,8,True
2.35,3.9810717055349695e-12,8,True
2.35,5.6234132519034904e-12,8,True
2.35,7.943282347242821e-12,8,True
2.35,1.1220184543019653e-11,8,True
2.35,1.5848931924611107e-11,8,True
2.35,2.2387211385683377e-11,8,True
2.35,3.1622776601683794e-11,8,True
2.35,4.4668359215096346e-11,8,True
2.35,6.309573444801942e-11,8,True
2.35,8.912509381337441e-11,8,True
2.35,1.2589254117941662e-10,8,True
2.35,1.778279410038923e-10,8,True
2.35,2.511886431509582e-10,8,True
2.35,3.5481338923357605e-10,8,True
2.35,5.011872336272714e-10,8,True
2.35,7.079457843841373e-10,8,True
2.35,1e-09,8,True
2.35,1.4125375446227555e-09,8,True
2.35,1.9952623149688828e-09,8,True
2.35,2.8183829312644493e-09,8,True
2.35,3.981071705534969e-09,8,True
2.35,5.623413251903491e-09,8,True
2.35,7.943282347242822e-09,8,True
2.35,1.122018454301963e-08,8,True
2.35,1.584893192461114e-08,8,True
2.35,2.2387211385683378e-08,8,True
2.35,3.162277660168379e-08,8,True
2.35,4.4668359215096253e-08,8,True
2.35,6.30957344480193e-08,8,True
2.35,8.912509381337459e-08,8,True
2.35,1.2589254117941662e-07,8,True
2.35,1.7782794100389227e-07,8,True
2.35,2.511886431509577e-07,8,True
2.35,3.548133892335753e-07,8,True
2.35,5.011872336272725e-07,8,True
2.35,7.079457843841374e-07,8,True
2.35,1e-06,8,True
2.35,1.4125375446227524e-06,8,True
2.35,1.9952623149688787e-06,8,True
2.35,2.818382931264455e-06,8,True
2.35,3.981071705534969e-06,8,True
2.35,5.623413251903491e-06,8,True
2.35,7.943282347242805e-06,8,True
2.35,1.122018454301963e-05,8,True
2.35,1.5848931924611107e-05,8,True
2.35,2.238721138568338e-05,7,True
2.35,3.1622776601683795e-05,7,True
2.35,4.466835921509625e-05,7,True
2.35,6.309573444801929e-05,7,True
2.35,8.912509381337441e-05,7,True
2.35,0.0001258925411794166,7,True
2.35,0.00017782794100389227,7,True
2.35,0.0002511886431509582,7,True
2.35,0.00035481338923357456,7,True
2.35,0.0005011872336272714,7,True
2.35,0.0007079457843841374,7,True
2.35,0.001,6,True
2.35,0.0014125375446227555,6,True
2.35,0.0019952623149688746,6,True
2.35,0.002818382931264449,6,True
2.35,0.003981071705534969,6,True
2.35,0.005623413251903491,6,True
2.35,0.00794328234724282,6,True
2.35,0.011220184543019606,6,True
2.35,0.01584893192461111,6,True
2.35,0.022387211385683378,6,True
2.35,0.03162277660168379,6,True
2.35,0.04466835921509635,6,True
2.35,0.06309573444801916,5,True
2.35,0.08912509381337441,5,True
2.35,0.12589254117941662,5,True
2.35,0.1778279410038923,5,True
2.35,0.25118864315095824,5,True
2.35,0.3548133892335746,5,True
2.35,0.5011872336272715,5,True
2.35,0.7079457843841374,5,True
2.35,1.0,5,True
2.35,1.4125375446227555,5,True
2.35,1.9952623149688746,5,True
2.35,2.8183829312644493,5,True
2.35,3.981071705534969,4,False
2.35,5.62341325190349,4,False
2.35,7.943282347242821,4,False
2.35,11.220184543019606,4,False
2.35,15.848931924611108,4,False
2.35,22.38721138568338,4,False
2.35,31.622776601683793,4,False
2.35,44.668359215096345,4,False
2.35,63.09573444801917,4,False
2.35,89.1250938133744,4,False
2.35,125.89254117941661,4,False
2.35,177.82794100389228,4,False
2.35,251.18864315095718,4,False
2.35,354.8133892335746,3,False
2.35,501.18723362727144,3,False
2.35,707.9457843841374,3,False
2.35,1000.0,3,False
2.35,1412.5375446227497,3,False
2.35,1995.2623149688748,3,False
2.35,2818.3829312644493,3,False
2.35,3981.071705534969,3,False
2.35,5623.413251903491,3,False
2.35,7943.282347242789,3,False
2.35,11220.184543019652,3,False
2.35,15848.931924611108,3,False
2.35,22387.211385683288,3,False
2.35,31622.776601683792,2,False
2.35,44668.35921509616,2,False
2.35,63095.73444801943,2,False
2.35,89125.0938133744,2,False
2.35,125892.5411794161,2,False
2.35,177827.94100389228,2,False
2.35,251188.64315095718,2,False
2.35,354813.389233576,2,False
2.35,501187.2336272715,2,False
2.35,707945.7843841345,2,False
2.35,1000000.0,2,False
2.35,1412537.5446227496,2,False
2.35,1995262.3149688828,1,False
2.35,2818382.9312644494,1,False
2.35,3981071.705534953,1,False
2.35,5623413.251903491,1,False
2.35,7943282.347242789,1,False
2.35,11220184.543019652,1,False
2.35,15848931.924611108,1,False
2.35,22387211.385683287,1,False
2.35,31622776.60168379,1,False
2.35,44668359.21509617,1,False
2.35,63095734.44801943,1,False
2.35,89125093.8133744,1,False
2.35,125892541.1794161,1,False
2.35,177827941.00389227,1,False
2.35,251188643.1509572,0,False
2.35,354813389.23357606,0,False
2.35,501187233.6272715,0,False
2.35,707945784.3841344,0,False
2.35,1000000000.0,0,False
2.35,1412537544.6227496,0,False
2.35,1995262314.9688828,0,False
2.35,2818382931.264449,0,False
2.35,3981071705.534953,0,False
2.35,5623413251.903491,0,False
2.35,7943282347.242789,0,False
2.35,11220184543.019653,0,False
2.35,15848931924.611109,0,False
2.35,22387211385.683285,0,False
2.35,31622776601.683792,0,False
2.35,44668359215.09617,0,False
2.35,63095734448.019424,0,False
2.35,89125093813.3744,0,False
2.35,125892541179.4161,0,False
2.35,177827941003.89227,0,False
2.35,251188643150.95718,0,False
2.35,354813389233.57605,0,False
2.35,501187233627.2715,0,False
2.35,707945784384.1344,0,False
2.35,1000000000000.0,0,False
2.4000000000000004,1e-12,8,True
2.4000000000000004,1.4125375446227555e-12,8,True
2.4000000000000004,1.9952623149688827e-12,8,True
2.4000000000000004,2.8183829312644492e-12,8,True
2.4000000000000004,3.9810717055349695e-12,8,True
2.4000000000000004,5.6234132519034904e-12,8,True
2.4000000000000004,7.943282347242821e-12,8,True
2.4000000000000004,1.1220184543019653e-11,8,True
2.4000000000000004,1.5848931924611107e-11,8,True
2.4000000000000004,2.2387211385683377e-11,8,True
2.4000000000000004,3.1622776601683794e-11,8,True
2.4000000000000004,4.4668359215096346e-11,8,True
2.4000000000000004,6.309573444801942e-11,8,True
2.4000000000000004,8.912509381337441e-11,8,True
2.4000000000000004,1.2589254117941662e-10,8,True
2.4000000000000004,1.778279410038923e-10,8,True
2.4000000000000004,2.511886431509582e-10,8,True
2.4000000000000004,3.5481338923357605e-10,8,True
2.4000000000000004,5.011872336272714e-10,8,True
2.4000000000000004,7.079457843841373e-10,8,True
2.4000000000000004,1e-09,8,True
2.4000000000000004,1.4125375446227555e-09,8,True
2.4000000000000004,1.9952623149688828e-09,8,True
2.4000000000000004,2.8183829312644493e-09,8,True
2.4000000000000004,3.981071705534969e-09,8,True
2.4000000000000004,5.623413251903491e-09,8,True
2.4000000000000004,7.943282347242822e-09,8,True
2.4000000000000004,1.122018454301963e-08,8,True
2.4000000000000004,1.584893192461114e-08,8,True
2.4000000000000004,2.2387211385683378e-08,8,True
2.4000000000000004,3.162277660168379e-08,8,True
2.4000000000000004,4.4668359215096253e-08,8,True
2.4000000000000004,6.30957344480193e-08,8,True
2.4000000000000004,8.912509381337459e-08,8,True
2.4000000000000004,1.2589254117941662e-07,8,True
2.4000000000000004,1.7782794100389227e-07,8,True
2.4000000000000004,2.511886431509577e-07,8,True
2.4000000000000004,3.548133892335753e-07,8,True
2.4000000000000004,5.011872336272725e-07,8,True
2.4000000000000004,7.079457843841374e-07,8,True
2.4000000000000004,1e-06,8,True
2.4000000000000004,1.4125375446227524e-06,8,True
2.4000000000000004,1.9952623149688787e-06,8,True
2.4000000000000004,2.818382931264455e-06,8,True
2.4000000000000004,3.981071705534969e-06,8,True
2.4000000000000004,5.623413251903491e-06,8,True
2.4000000000000004,7.943282347242805e-06,8,True
2.4000000000000004,1.122018454301963e-05,8,True
2.4000000000000004,1.5848931924611107e-05,7,True
