rho_lower,rho_upper,log10_tau_lower,log10_tau_upper,depth
1.41549072265625,1.416455078125,-3.31640625,-3.310546875,24
1.41549072265625,1.416455078125,-3.310546875,-3.3046875,24
1.41259765625,1.41356201171875,-3.3046875,-3.298828125,24
1.41259765625,1.41356201171875,-3.298828125,-3.29296875,24
1.41356201171875,1.4145263671875,-3.3046875,-3.298828125,24
1.41356201171875,1.4145263671875,-3.298828125,-3.29296875,24
1.41259765625,1.41356201171875,-3.29296875,-3.287109375,24
1.41356201171875,1.4145263671875,-3.29296875,-3.287109375,24
1.4145263671875,1.41549072265625,-3.3046875,-3.298828125,24
1.4145263671875,1.41549072265625,-3.298828125,-3.29296875,24
1.41549072265625,1.416455078125,-3.3046875,-3.298828125,24
1.416455078125,1.41741943359375,-3.328125,-3.322265625,24
1.416455078125,1.41741943359375,-3.322265625,-3.31640625,24
1.41741943359375,1.4183837890625,-3.328125,-3.322265625,24
1.41741943359375,1.4183837890625,-3.322265625,-3.31640625,24
1.416455078125,1.41741943359375,-3.31640625,-3.310546875,24
1.416455078125,1.41741943359375,-3.310546875,-3.3046875,24
1.41741943359375,1.4183837890625,-3.31640625,-3.310546875,24
1.41741943359375,1.4183837890625,-3.310546875,-3.3046875,24
1.4183837890625,1.41934814453125,-3.328125,-3.322265625,24
1.4183837890625,1.41934814453125,-3.322265625,-3.31640625,24
